curriculum,curid,sylid,subjectCode,materialDescription,author,publisher,publishedDate,edition,isbn,isMain,isHardCopy,isOnline,note
BIT_AI_K19D-20A,2347,13137,MAE101,Animation in CD (Animation).,,,,,,,,,
BIT_AI_K19D-20A,2347,13137,MAE101,Computerized tools (for example Maxima http://maxima.sourceforge.net/) (CT),,,,,,,,,
BIT_AI_K19D-20A,2347,13137,MAE101,Essential Calculus,James Stewart,Thomson Brooks/Cole,,,978-0-495-10860-3,,,,
BIT_AI_K19D-20A,2347,13137,MAE101,Calculus for engineers,Donald Trim,"Prentice Hall,",,,0-13-085603-7,,,,
BIT_AI_K19D-20A,2347,13137,MAE101,Calculus,Stanley I. Grossman,,,,0-03-096420-2,,,,
BIT_AI_K19D-20A,2347,13137,MAE101,Linear Algebra with applications,"W.Keith Nicholson,",Mc Graw Hill Education,,,987-1-259-07299-4.,,,,
BIT_AI_K19D-20A,2347,13137,MAE101,Linear Algebra with Applications,W. Keith Nicholson,Lyryx Online Resources,2021,2021-A,,,,,https://lyryx.com/linear-algebra-applications/
BIT_AI_K19D-20A,2347,13137,MAE101,Coursera - FPT University Private Authored Courses: Linear transformation with python (Guided Project),,,,,,,,,Optional practice
BIT_AI_K19D-20A,2347,12224,PFP191,Python for Everybody Exploring Data Using Python 3,Charles R. Severance,Creative Commons Attribution-NonCommercial- ShareAlike 3.0 Unported License,2016,1st,978-1530051120,,,,http://do1.dr-chuck.com/pythonlearn/EN_us/pythonlearn.pdf
BIT_AI_K19D-20A,2347,12224,PFP191,Python for Everybody (PY4E),Charles R. Severance,,,,,,,,https://www.py4e.com/
BIT_AI_K19D-20A,2347,12224,PFP191,Python for Everybody Specialization,Charles R. Severance,,,,,,,,https://www.coursera.org/specializations/python
BIT_AI_K19D-20A,2347,12224,PFP191,Python Programming and Numerical Methods - A Guide for Engineers and Scientists,,,,,,,,,https://pythonnumericalmethods.studentorg.berkeley.edu/notebooks/Index.html
BIT_AI_K19D-20A,2347,13539,VOV124,Giáo trình V? sinh th? d?c th? thao,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_AI_K19D-20A,2347,13539,VOV124,Lý lu?n và phuong pháp GDTC,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_AI_K19D-20A,2347,13539,VOV124,Lý lu?n và phuong pháp hu?n luy?n th? thao,,"NXB TTTT, Hà N?i (2017)",,,,,,,
BIT_AI_K19D-20A,2347,13539,VOV124,Sách K? thu?t Vovinam-Vi?t Võ Ð?o t?p 1,,"NXB TDTT, HN (2008)",,,,,,,
BIT_AI_K19D-20A,2347,13539,VOV124,Sách th?c võ d?o Vovinam,,Tài li?u n?i b? Vovinam,,,,,,,
BIT_AI_K19D-20A,2347,12594,SSL101c,https://www.coursera.org/specializations/academic-skills,,Coursera,,,,,,,SPEC: Academic Skills for University Success Specialization
BIT_AI_K19D-20A,2347,12594,SSL101c,https://www.coursera.org/learn/digital-literacy,,Coursera,,,,,,,MOOC 01: Introduction to Information & Digital Literacy for University Success
BIT_AI_K19D-20A,2347,12594,SSL101c,https://www.coursera.org/learn/problem-solving-skills,,Coursera,,,,,,,MOOC 02: Introduction to Problem-Solving Skill for University Success
BIT_AI_K19D-20A,2347,12594,SSL101c,https://www.coursera.org/learn/critical-thinking-skills,,Coursera,,,,,,,MOOC 03: Critical Thinking Skills for University Success
BIT_AI_K19D-20A,2347,12594,SSL101c,https://www.coursera.org/learn/communication-skills,,Coursera,,,,,,,MOOC 04: Communication Skills for University Success
BIT_AI_K19D-20A,2347,12594,SSL101c,https://www.coursera.org/learn/academic-skills-project,,Coursera,,,,,,,MOOC 05: Academic Skills for University Success: Capstone
BIT_AI_K19D-20A,2347,12594,SSL101c,Coursera - FPT University Private Authored Courses: SSL101c - How To Avoid Plagiarism with Digital Tools (Guided Project),,,,,,,,,Optional Practice
BIT_AI_K19D-20A,2347,12551,AIG202c,https://www.coursera.org/learn/introduction-to-ai,,Coursera,,,,,,,MOOC 01: Introduction to Artificial Intelligence (AI)
BIT_AI_K19D-20A,2347,12551,AIG202c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,Help Articles
BIT_AI_K19D-20A,2347,12551,AIG202c,https://www.coursera.org/learn/generative-ai-introduction-and-applications,,Coursera,,,,,,,MOOC 02: Generative AI: Introduction and Applications
BIT_AI_K19D-20A,2347,12551,AIG202c,https://www.coursera.org/learn/building-ai-powered-chatbots,,Coursera,,,,,,,MOOC 04: Building AI Powered Chatbots Without Programming
BIT_AI_K19D-20A,2347,12551,AIG202c,https://www.coursera.org/specializations/ai-foundations-for-everyone,,Coursera,,,,,,,SPEC: AI Foundations for Everyone Specialization
BIT_AI_K19D-20A,2347,12551,AIG202c,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,,Coursera,,,,,,,MOOC 03: Generative AI: Prompt Engineering Basics
BIT_AI_K19D-20A,2347,13245,CEA201,Computer Organization and Architecture: Design for Performance,William Stallings,Prentice Hall,2012,9th (or 10th),"978-0132936330 (9th), 978-0134101613 (10th)",,,,
BIT_AI_K19D-20A,2347,13245,CEA201,Computer architecture : A quantitative approach,"John L. Hennessy, David A Patterson",Morgan Kaufmann,,,,,,,
BIT_AI_K19D-20A,2347,13245,CEA201,http://williamstallings.com/ComputerOrganization/COA9e-Instructor/,,,,,,,,,
BIT_AI_K19D-20A,2347,13245,CEA201,http://williamstallings.com/ComputerOrganization/COA9e-student/,,,,,,,,,
BIT_AI_K19D-20A,2347,13245,CEA201,- AI Notes:https://www.https://notegpt.io/ or another AI.- Other AI tools: ChatGPT/Copilot/Gamma,,,,,,,,,
BIT_AI_K19D-20A,2347,13245,CEA201,MARIE simulator,,,,,,,,,
BIT_AI_K19D-20A,2347,13245,CEA201,ParaCacheSimulator,,,,,,,,,
BIT_AI_K19D-20A,2347,13813,CSD203,Data Structures and Algorithms in Python,"Michael T. Goodrich, Roberto Tamassia, Michael H. Goldwasser",Wiley,2013,1st,9781118290279,,,,Sách online (Wiley platform)
BIT_AI_K19D-20A,2347,13813,CSD203,- PowerPoint Slides,,,,,,,,,
BIT_AI_K19D-20A,2347,13813,CSD203,- Assignments,,,,,,,,,
BIT_AI_K19D-20A,2347,13813,CSD203,- Labs,,,,,,,,,
BIT_AI_K19D-20A,2347,13813,CSD203,Data Structures and Algorithms using Python,Rance D. Necaise,Wiley,2011,1st,9788126562169,,,,
BIT_AI_K19D-20A,2347,13813,CSD203,Data Structures and Algorithms with Python,Kent D. Lee Steve Hubbard,Springer,2015,1st,9783319130712,,,,
BIT_AI_K19D-20A,2347,871,DBI202-OLD,First Course in Database Systems,"Jeffrey D. Ullman, Jennifer Widom",,,3rd,9780136006374,,,,
BIT_AI_K19D-20A,2347,871,DBI202-OLD,http://infolab.stanford.edu/~ullman/fcdb.html,,,,,,,,,
BIT_AI_K19D-20A,2347,871,DBI202-OLD,"http://www.pearsonhighered.com/educator/hip_main_content/1,3120,-500,00.html",,,,,,,,,
BIT_AI_K19D-20A,2347,871,DBI202-OLD,http://esminfo.prenhall.com/goal/,,,,,,,,,
BIT_AI_K19D-20A,2347,871,DBI202-OLD,FU Slides,,,,,,,,,
BIT_AI_K19D-20A,2347,871,DBI202-OLD,FU CMS at http://cms.fpt.edu.vn .,,,,,,,,,
BIT_AI_K19D-20A,2347,14232,JPD113,Kana Nyuumon (Nh?p môn Kana),Japan Foundation,,,,,,,,
BIT_AI_K19D-20A,2347,14232,JPD113,?????? ?? ??,????,???,2011,,ISBN-10 : 4757419775ISBN-13 : 978-4757419773,,,,Giáo trình Dekiru quy?n d? (Ti?ng Nh?t trong t?m tay)
BIT_AI_K19D-20A,2347,14232,JPD113,?????????? ?? (??????),????????????????,?? ??,???,,ISBN-10 : 4893588117ISBN-13 : 978-4893588111,,,,
BIT_AI_K19D-20A,2347,14232,JPD113,????????? ?? (??????),????,???,2012,,ISBN-10 : 489358801XISBN-13 : 978-4893588012,,,,
BIT_AI_K19D-20A,2347,14232,JPD113,????? ??,"???? (?), ???? (?), ???? (?), ??? (?), ????? (?), ???? (????), ???? (??)",???,2012,,ISBN-10 : 4893588311ISBN-13 : 978-4893588319,,,,
BIT_AI_K19D-20A,2347,13537,VOV134,Giáo trình V? sinh th? d?c th? thao,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_AI_K19D-20A,2347,13537,VOV134,Lý lu?n và phuong pháp GDTC,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_AI_K19D-20A,2347,13537,VOV134,Lý lu?n và phuong pháp hu?n luy?n th? thao,,"NXB TTTT, Hà N?i (2017)",,,,,,,
BIT_AI_K19D-20A,2347,13537,VOV134,Sách K? thu?t Vovinam-Vi?t Võ Ð?o t?p 1,,"NXB TDTT, HN (2008)",,,,,,,
BIT_AI_K19D-20A,2347,13537,VOV134,Sách th?c võ d?o Vovinam - Vi?t Võ Ð?o ph?n co b?n,,Tài li?u n?i b? Vovinam,,,,,,,
BIT_AI_K19D-20A,2347,13675,ADY201m,What is Data Science?,IBM,Coursera,,,,,,,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-data-science
BIT_AI_K19D-20A,2347,13675,ADY201m,Data Science Methodology,IBM,Coursera,,,,,,,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science
BIT_AI_K19D-20A,2347,13675,ADY201m,Databases and SQL for Data Science with Python,IBM,Coursera,,,,,,,https://www.coursera.org/learn/sql-data-science
BIT_AI_K19D-20A,2347,13675,ADY201m,Tools for Data Science,IBM,Coursera,,,,,,,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science
BIT_AI_K19D-20A,2347,13675,ADY201m,"Python for Data Science, AI & Development",IBM,Coursera,,,,,,,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science
BIT_AI_K19D-20A,2347,13675,ADY201m,Statistics for Data Science with Python,IBM,Coursera,,,,,,,https://www.coursera.org/learn/statistics-for-data-science-python
BIT_AI_K19D-20A,2347,13675,ADY201m,Python Project for Data Science,IBM,Coursera,,,,,,,https://www.coursera.org/learn/python-project-for-data-science?specialization=ibm-data-science
BIT_AI_K19D-20A,2347,13675,ADY201m,GP1-Data Manipulation with dplyr in R,Coursera,Coursera,,,,,,,https://www.coursera.org/projects/data-manipulation-with-dplyr-in-r
BIT_AI_K19D-20A,2347,13675,ADY201m,GP2-Scikit-Learn to Solve Regression Machine Learning Problems,Coursera,Coursera,,,,,,,https://www.coursera.org/projects/scikit-learn-to-solve-regression-ml-problems
BIT_AI_K19D-20A,2347,12627,ITE303c,MOOC 1: Artificial Intelligence Algorithms Models and Limitations,,Coursera,,,,,,,https://www.coursera.org/learn/ai-algorithm-limitations?specialization=ethics-in-ai
BIT_AI_K19D-20A,2347,12627,ITE303c,MOOC 2: Artificial Intelligence Data Fairness and Bias,,Coursera,,,,,,,https://www.coursera.org/learn/ai-data-bias?specialization=ethics-in-ai
BIT_AI_K19D-20A,2347,12627,ITE303c,MOOC 3: Artificial Intelligence Privacy and Convenience,,Coursera,,,,,,,https://www.coursera.org/learn/ai-privacy-and-convenience?specialization=ethics-in-ai
BIT_AI_K19D-20A,2347,12627,ITE303c,MOOC 4: Artificial Intelligence Ethics in Action,,Coursera,,,,,,,https://www.coursera.org/learn/ai-ethics-analysis?specialization=ethics-in-ai
BIT_AI_K19D-20A,2347,12627,ITE303c,Help Articles,,Coursera,,,,,,,https://www.coursera.support/s/article/208280036-Coursera-Code-of-Conduct?language=en_US
BIT_AI_K19D-20A,2347,12627,ITE303c,Ethics in the Age of AI Specialization,,Coursera,,,,,,,https://www.coursera.org/specializations/ethics-in-ai
BIT_AI_K19D-20A,2347,14233,JPD123,?????? ?? ??,????,???,2011,,ISBN-10 : 4757419775ISBN-13 : 978-4757419773,,,,Giáo trình Dekiru quy?n d? (Ti?ng Nh?t trong t?m tay)
BIT_AI_K19D-20A,2347,14233,JPD123,?????????? ?? (??????),?? ??,???,2012,,ISBN-10 : 4893588117ISBN-13 : 978-4893588111,,,,
BIT_AI_K19D-20A,2347,14233,JPD123,????????? ?? (??????),????,???,2011,,ISBN-10 : 489358801XISBN-13 : 978-4893588012,,,,
BIT_AI_K19D-20A,2347,14233,JPD123,????? ??,"???? (?), ???? (?), ???? (?), ??? (?), ????? (?), ???? (????), ???? (??)",???,2012,,ISBN-10 : 4893588311ISBN-13 : 978-4893588319,,,,
BIT_AI_K19D-20A,2347,13133,MAI391,Mathematics for Machine Learning,"M. P. Deisenroth, A. Faisal, Ch. S. Ong",Cambrige Univeristy Press,2020,1st,,,,,https://mml-book.github.io/?fbclid=IwAR2WAfBUZe-E6O-pbbGL3k6E7KngL8F9sbOqraZr9LD14PAnHw6Y_e-O6Q4
BIT_AI_K19D-20A,2347,13133,MAI391,PDF Slides,Instructors,,,,,,,,
BIT_AI_K19D-20A,2347,13133,MAI391,Machine Learning co b?n,Vu H?u Ti?p,,,,,,,,https://github.com/tiepvupsu/ebookMLCB/blob/master/book_ML.pdf
BIT_AI_K19D-20A,2347,13133,MAI391,Multivariate Calculus,Denis Auroux,MIT OpenCourseWare,,,,,,,https://ocw.mit.edu/courses/mathematics/18-02sc-multivariable-calculus-fall-2010/index.htm
BIT_AI_K19D-20A,2347,13133,MAI391,Mathematics for machine learning,Mirror Neuron Chanel,,,,,,,,https://www.youtube.com/playlist?list=PLcQCwsZDEzFmlSc6levE3UV9rZ8yY-D_7
BIT_AI_K19D-20A,2347,13133,MAI391,Mathematics for machine Learning,Digital Learning Hub - Imperial College London Chanel,,,,,,,,https://www.youtube.com/channel/UCSzae1ITUdw9DCdELMduaQw/playlists
BIT_AI_K19D-20A,2347,13133,MAI391,Linear Algebra Done Right,Sheldon Axler,Springer,2015,3rd,,,,,
BIT_AI_K19D-20A,2347,13133,MAI391,Machine Learning,Andrew Ng,Stanford Chanel,,,,,,,https://www.youtube.com/watch?v=UzxYlbK2c7E&list=PLA89DCFA6ADACE599&index=1
BIT_AI_K19D-20A,2347,13133,MAI391,Mathematics for Machine Learning,Cousera,,,,,,,,https://www.coursera.org/specializations/mathematics-machine-learning
BIT_AI_K19D-20A,2347,13136,MAS291,"Montgomery D.C. & Runger G.C., Applied Statistics and Probability for Engineers",John Wiley & Sons.,Wiley,2006,4th/5th/6th/7th ed.,9781119718871,,,,7th ed. ISBN: 9781119718871
BIT_AI_K19D-20A,2347,13136,MAS291,Powerpoint slides (PP).,,,,,,,,,
BIT_AI_K19D-20A,2347,13136,MAS291,Computerized tools (for example Excel and DDXL add-ons) (CT),,,,,,,,,
BIT_AI_K19D-20A,2347,13136,MAS291,"Elementary Statistics Using Excel, 3/E,",Mario F. Triola,Addison-Wesley,200,3rd,0321365135,,,,
BIT_AI_K19D-20A,2347,10736,AIL303m,https://www.coursera.org/specializations/ibm-intro-machine-learning,Coursera,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,10736,AIL303m,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning?specialization=ibm-intro-machine-learning,Coursera,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,10736,AIL303m,https://www.coursera.org/learn/supervised-machine-learning-regression?specialization=ibm-intro-machine-learning,Coursera,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,10736,AIL303m,https://www.coursera.org/learn/supervised-machine-learning-classification?specialization=ibm-intro-machine-learning,Coursera,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,10736,AIL303m,https://www.coursera.org/learn/ibm-unsupervised-machine-learning?specialization=ibm-intro-machine-learning,Coursera,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,13292,CPV301,Computer Vision: A Modern Approach,"David Forsyth, Jean Ponce",Pearson,10/26/2011 12:00:00 AM,2nd,978-0136085928,,,,
BIT_AI_K19D-20A,2347,13292,CPV301,Computer Vision: Algorithms and Applications,Richard Szeliski,Springer,10/19/2010 12:00:00 AM,1st,978-1848829343,,,,https://szeliski.org/Book/
BIT_AI_K19D-20A,2347,13292,CPV301,Course slide,,,,,,,,,
BIT_AI_K19D-20A,2347,13292,CPV301,Labs & assignment,,,,,,,,,
BIT_AI_K19D-20A,2347,13292,CPV301,Multiple View Geometry in Computer Vision,Richard Hartley,Cambridge University Press,4/19/2004 12:00:00 AM,2nd,978-0521540513,,,,
BIT_AI_K19D-20A,2347,13292,CPV301,OpenCV Computer Vision with Python,Joseph Howse,Packt,4/1/2013 12:00:00 AM,1st,978-1782163923,,,,
BIT_AI_K19D-20A,2347,14112,DAP391m,Data Analysis with Python,IBM,Coursera,,,,,,,https://www.coursera.org/learn/data-analysis-with-python
BIT_AI_K19D-20A,2347,14112,DAP391m,Data Visualization with Python,IBM,Coursera,,,,,,,https://www.coursera.org/learn/python-for-data-visualization
BIT_AI_K19D-20A,2347,14112,DAP391m,Building AI Applications with Watson APIs,IBM,,,,,,,,https://cloud.ibm.com/docs/watson-assistant?topic=watson-assistant-getting-started (Updated slides)
BIT_AI_K19D-20A,2347,14112,DAP391m,Applied Data Science Capstone,IBM,Coursera,,,,,,,https://www.coursera.org/learn/applied-data-science-capstone
BIT_AI_K19D-20A,2347,14112,DAP391m,GP 1: Simple Linear Regression for the Absolute Beginner,Coursera,Coursera,,,,,,,https://www.coursera.org/projects/simple-linear-regression-for-the-absolute-beginner
BIT_AI_K19D-20A,2347,14112,DAP391m,GP 2: Predict Ad Clicks Using Logistic Regression and XG-Boost,Coursera,Coursera,,,,,,,https://www.coursera.org/projects/predict-ad-clicks-using-logistic-regression-and-xg-boost
BIT_AI_K19D-20A,2347,11845,SSG104,Problem Solving in Teams and Groups,Cameron W. Piercy,University of Kansas Libraries,2019,,,,,,https://open.umn.edu/opentextbooks/textbooks/problem-solving-in-teams-and-groups
BIT_AI_K19D-20A,2347,11845,SSG104,College Success,N/A,Lumen Learning courseware,,,,,,,https://courses.lumenlearning.com/lumencollegesuccessxtraining2/ or https://courses.lumenlearning.com/lumencollegesuccessxtraining/
BIT_AI_K19D-20A,2347,11845,SSG104,Business communication for success,N/A,University of Minnesota i,2015,2th,,,,,https://www.oercommons.org/courses/basics-of-written-business-communication/view
BIT_AI_K19D-20A,2347,11845,SSG104,Working in group 7th ed.,,Pearson,2017,,,,,,
BIT_AI_K19D-20A,2347,11845,SSG104,Business communication 7th ed.,,Thomson-South Western,2008,,,,,,
BIT_AI_K19D-20A,2347,11845,SSG104,PowerPoint Slides,,,,,,,,,
BIT_AI_K19D-20A,2347,14224,SWE201c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,14224,SWE201c,https://www.coursera.org/learn/software-processes,,Coursera,,,,,,,MOOC 01: Software Development Processes and Methodologies
BIT_AI_K19D-20A,2347,14224,SWE201c,https://www.coursera.org/learn/agile-software-development,,Coursera,,,,,,,MOOC 02: Agile Software Development
BIT_AI_K19D-20A,2347,14224,SWE201c,https://www.coursera.org/learn/lean-software-development,,Coursera,,,,,,,MOOC 03: Lean Software Development
BIT_AI_K19D-20A,2347,14224,SWE201c,https://www.coursera.org/learn/engineering-practices-secure-software-quality,,Coursera,,,,,,,MOOC 04: Engineering Practices for Building Quality Software
BIT_AI_K19D-20A,2347,14224,SWE201c,https://www.coursera.org/specializations/software-development-lifecycle,,Coursera,,,,,,,SPEC: Software Development Lifecycle
BIT_AI_K19D-20A,2347,11217,DSR301m,Introduction to R Programming for Data Science,,Coursera,,,,,,,https://www.coursera.org/learn/introducton-r-programming-data-science
BIT_AI_K19D-20A,2347,11217,DSR301m,SQL for Data Science with R,,Coursera,,,,,,,https://www.coursera.org/learn/sql-data-science-r
BIT_AI_K19D-20A,2347,11217,DSR301m,Data Analysis with R,,Coursera,,,,,,,https://www.coursera.org/learn/data-analysis-with-r?specialization=applied-data-science-r
BIT_AI_K19D-20A,2347,11217,DSR301m,Data Visualization with R,,Coursera,,,,,,,https://www.coursera.org/learn/data-visualization-r?specialization=applied-data-science-r
BIT_AI_K19D-20A,2347,13339,DPL302m,Convolutional Neural Networks,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/convolutional-neural-networks?specialization=deep-learning
BIT_AI_K19D-20A,2347,13339,DPL302m,Deep Learning Specialization,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/specializations/deep-learning
BIT_AI_K19D-20A,2347,13339,DPL302m,GP 1: Diabetes Disease Detection with XG-Boost and Neural Networks,,Coursera,,,,,,,https://www.coursera.org/projects/diabetes-disease-detection-with-xg-boost-and-neural-networks
BIT_AI_K19D-20A,2347,13339,DPL302m,GP 2: Hyperparameter Tuning with Keras Tuner,,Coursera,,,,,,,https://www.coursera.org/projects/keras-tuner
BIT_AI_K19D-20A,2347,13339,DPL302m,GP 3: Object Localization with TensorFlow,,Coursera,,,,,,,https://www.coursera.org/projects/object-localization-tensorflow
BIT_AI_K19D-20A,2347,13339,DPL302m,GP 4: NLP: Twitter Sentiment Analysis,,Coursera,,,,,,,https://www.coursera.org/projects/twitter-sentiment-analysis
BIT_AI_K19D-20A,2347,13339,DPL302m,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/deep-neural-network?specialization=deep-learning
BIT_AI_K19D-20A,2347,13339,DPL302m,Neural Networks and Deep Learning,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/neural-networks-deep-learning?specialization=deep-learning
BIT_AI_K19D-20A,2347,13339,DPL302m,Sequence Models,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/nlp-sequence-models?specialization=deep-learning
BIT_AI_K19D-20A,2347,13339,DPL302m,Structuring Machine Learning Projects,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/machine-learning-projects?specialization=deep-learning
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/introduction-to-cloud,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript/,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/getting-started-with-git-and-github,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/developing-frontend-apps-with-react/,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/developing-backend-apps-with-nodejs-and-express/,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/python-for-applied-data-science-ai,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/python-project-for-ai-application-development/,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/developing-applications-with-sql-databases-and-django,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/applications-development-microservices-serverless-openshift,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/ibm-cloud-native-full-stack-development-capstone/,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.org/learn/full-stack-software-developer-assessment,,Coursera,,,,,,,
BIT_AI_K19D-20A,2347,12631,DWP301c,https://www.coursera.support/s/article/208280036-Coursera-Code-of-Conduct?language=en_US,,Coursera,,,,,,,
