curriculum,curid,sylid,subjectCode,category,type,part,weight,completionCriteria,duration,clo,questionType,noQuestion,knowledgeSkill,gradingGuide,note,isSubComponent
BIT_SE_K19D_K20A,2941,14177,SWP391,Assessment 3Milestone 3 (Week 10): Full System Completion & Testing,on-going,1,25.0%,>0,20'/group,"CLO3, CLO4, CLO5","The student presents slides, gives a demonstration, and answers questions from the lecturer.",,"End-to-end workflow completion, AI-assisted test case generation, UI/UX finalization","Evaluation Items: - Product (50%): Excellent if all 3 workflows (data setup, main with =2 exceptions, dashboard) are integrated and demo runs smoothly; fewer workflows or weak integration lowers the score. - Testing & QA (30%): Excellent with =25 test cases (AI + manual), =80% passed, full coverage; fewer cases, lower pass rates, or no AI evidence reduce the grade. - Process (20%): Excellent if 3 milestone reports, slides, full10 AI logs, and all members present; missing reports, fewer logs, or weak presentation lead to lower marks. AI Integration: Strong AI usage is required for higher levels across all criteria.",View Rubrics Document for more details,0
BIT_SE_K19D_K20A,2941,14177,SWP391,Final Project Presentation,Final exam,1,40.0%,4,60'/group,"CLO1, CLO2, CLO3, CLO4, CLO5","The student presents slides, gives a demonstration, and answers questions from the lecturer.",,"Requirement analysing, designing, coding, testing, integrating, AI usage","Final Evaluation The final exam is organized by the Exam Board, with at least two lecturers grading independently. Each team has 60 minutes for presentation and Q&A. Scores from both lecturers will be averaged. Evaluation focuses on: - Requirement Analysis (20%) – Quality of SRS, with AI-assisted requirement elicitation and validation. - System Design (20%) – ERD, state diagrams, architecture, and UI workflows, supported by AI in modeling and refinement. - Software Implementation (40%) – Completeness of workflows, structured codebase, and database design, with AI support in coding and debugging. - AI Usage and Professionalism (20%) – Transparency and responsibility in AI usage (logs, reports, validation of AI outputs), teamwork, and presentation quality.","1. Average on-going = 5/10 to qualify for final 2. Finish 2 main workflows: Data Initiation and core functions 3. Fail if cheating detected (no resit) 4. Responsible use of AI tools 5. Member with active contribution score = 80% — based on peer review, task tracking, and code contribution records.",0
BIT_SE_K19D_K20A,2941,14176,SWR302,Assignment,on-going,1,20.0%,>0,Option 1: 26 slots ; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8","Option 1: Teacher raise projects, students practice step by step to complete their assignments. Student could base on study guide COS_Document_Example to do assignments. Option 2 (For Constructivism Approach only): Follow lecturer's proposal",Option 1: Depending on questions in assignment Option 2 (For Constructivism Approach only): Follow lecturer's proposal,All subjects in syllabus,"in class, by teacher",,0
BIT_SE_K19D_K20A,2941,14176,SWR302,LAB,on-going,1,10.0%,>0,Option 1: 26slots/each Option 2 (For Constructivism Approach only): Follow lecturer's proposal,LO5,1. Model 1 Context diagram based on the topic of assignment. 2. Model 1 Swimlane diagam based on the topic of assignment. 3. Model 1 State diagam based on the topic of assignment.,Option 1: Depending on questions in assignment Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"Chapter 5, Chapter 12","In class, by teacher","The output of LAB: draw 1 Context diagram, 1 Swimlane diagram and 1 State diagram. These diagrams will be drawn by individuals and will be presented by each student at week 7. After presenting LAB, the student will put these diagrams on his or her Assignment document.",0
BIT_SE_K19D_K20A,2941,14176,SWR302,Progress Test,on-going,3,20.0%,>0,Option 1: 30'/each; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9",Option 1: Multiple choices Marked by Computer or a suitable format; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 30/each; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Test 1: Chapter 1-> Chapter 9 Test 2: Chapter 10 ->20 Test 3: Chapter 21 -->32,"in class, by LMS system",,0
BIT_SE_K19D_K20A,2941,14176,SWR302,Final exam,Final exam,2,50.0%,4,145 minutes,All CLOs,,,All subjects in syllabus,By exam board Manual evaluating,Each part of the final exam must be >=4/10 & Final Result >=5/10.,0
BIT_SE_K19D_K20A,2941,14176,SWR302,Practical Exam,Final exam,1,25.0%,4,85',"LO1, LO2, LO3, LO4, LO5, LO7, LO8, LO9",,,All subjects in syllabus,LSM system,Customized from the Assignment or projects that students have learned,1
BIT_SE_K19D_K20A,2941,14176,SWR302,Theory Exam,Final exam,1,25.0%,4,60'/each,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9",Multiple choicesMarked by Computer,60,All subjects in syllabus,LSM system,,1
BIT_SE_K19D_K20A,2941,14178,SWT301,Lab,on-going,4,25.0%,>0,Option 1: Lab 1: 2-6 weeks; Lab 2-4: 2 weeks. Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO5, LO9, LO10",Option 1: Practical exercises using AI prompt; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: N/A; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"Option 1: Lab1: Use chat AI to explore testing fundamentals through effective prompts; Lab2: Install and study an unit test framework, Use IDE to write unit test code and run unit test; Lab 3: Static techniques (Manually review documents or use AI for static code analysis); Lab 4: Create Test Plan with AI. Option 2 (For Constructivism Approach only): Follow lecturer's proposal","The instructor support tutorials, students complete independently, submission by deadline",,0
BIT_SE_K19D_K20A,2941,14178,SWT301,Presentation,on-going,1,10.0%,>0,Option 1: 10'/each; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO2, LO4, LO5, LO6, LO7, LO10",Option 1: Personal Presentation; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: N/A ;Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"Test Plan, NUnit, JUnit, Test tool Selenium, Katalon Or Jira, Design test cases with Decision table testing, Use case testing techniques","Individual or team work, guided by instructor, submission by deadline",The instructor recommends that each team apply testing activities to their SWP391 project. Each team member is responsible for a part of the testing activity and presents individually for about 8 minutes/person. The presentation is from slot 18 to 20.,0
BIT_SE_K19D_K20A,2941,14178,SWT301,Progress Test,on-going,3,15.0%,>0,Option 1: 30'/each; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",Option 1: Multiple choices Marked by Computer or a suitable format; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 20-30/each; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Test 1: Chapter 1 and 2; Test 2: Chapter 3 and 4; Test 3: Chapter 5 and 6,"In class, by instructor",Instruction and schedules for Progress Tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has responsibility to review the test for students after graded.,0
BIT_SE_K19D_K20A,2941,14178,SWT301,Final exam,Final exam,2,50.0%,4,145 minutes,All CLOs,,,All subjects in syllabus,By exam board Manual evaluating,Each part of the final exam must be >=4/10 & Final Result >=5/10.,0
BIT_SE_K19D_K20A,2941,14178,SWT301,Practical Exam,Final exam,1,25.0%,4,85',"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",Assignment,,Chapter 1 to 6,by Exam Board,Customized from the assignments or labs that students have learned,1
BIT_SE_K19D_K20A,2941,14178,SWT301,Theory Exam,Final exam,1,25.0%,4,60',"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",Multiple choicesMarked by Computer,60,Chapter 1 to 6,"by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,1
BIT_SE_K19D_K20A,2941,13164,WDU203c,TE,Final exam,1,100.0%,4,60',All LOs,Multiple choicesMarked by Computer,50,All studied courses. Each module of course contributes 3-5 questions.,"by exam board, using computer",Customized from the quizzes of this specialization.,0
BIT_SE_K19D_K20A,2941,12547,ENW493c,Final exam PE,Final exam,1,100.0%,4,90',All Los,"MCQ, Writing",30 MCQs; 1 Writing,All learned content,Part 1: Multiple choices Marked by Computer 30' (30% - 30 questions) Part 2: Writing - 60' (70%) Write 450-500 words on a given topic,By the exam board,0
BIT_SE_K19D_K20A,2941,12016,OJT202,Ki?n th?c và k? nang chuyên môn(Professional knowledge and skills),on-going,1,40.0%,4,,LO1,,,,"Doanh nghi?p th?c hi?n dánh giá câu h?i v? Ki?n th?c, k? nang ngành t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Professional knowledge and skills based on the form of FPT University",,0
BIT_SE_K19D_K20A,2941,12016,OJT202,K? nang m?m (Soft skills),on-going,1,30.0%,4,,LO2,,,,Doanh nghi?p th?c hi?n dánh giá câu h?i v? K? nang m?m t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Soft skills based on the form of FPT University,,0
BIT_SE_K19D_K20A,2941,12016,OJT202,Thái d? (Attitude),on-going,1,30.0%,4,,LO3,,,,Doanh nghi?p th?c hi?n dánh giá câu h?i v? Thái d? t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Attitudes based on the form of FPT University,,0
BIT_SE_K19D_K20A,2941,10358,EXE101,Constructivism Presentations,on- goin g,1,15.0%,5,15',all,Oral Presentation,,"Topic from video lectures, class discussion activities.","- Guided by instructor - Questions from video lectures, class discussion activities. - Students discuss on group then present. - An average point could be evaluated and publised to students at the end of the semesters",,0
BIT_SE_K19D_K20A,2941,10358,EXE101,Group Assignm ent 1 (Checkp oint 1),on- goin g,1,10.0%,5,10'-30',"CLO1, CLO2,",Oral Presentation,-,,"- In class, by instructor - The class will be divided into groups, each group of 4-6 students (must be from 2 majors or more). - The group assigns roles to each member, for example, team leader - CEO, in charge of engineering - CTO, in charge of marketing - CMO,... - Each group has the task of finding a startup idea, naming the group, and presenting the business area of that idea.",Instructor has resposibility to review the group's checkpoint 1 for students after grading.,0
BIT_SE_K19D_K20A,2941,10358,EXE101,Group Assignm ent 2 (Checkp oint 2),on- goin g,1,20.0%,5,10'-30',CLO3,Oral Presentation,-,,"- In class, by instructor - Identify the problem to be solved and analyze the market: . Servery group (> 100 people) or interview two experts in their industry. . The team presented market research results and analysis insights related to their business areas, including industry outlook, market size, trends, segments, key players, market share, product/service pricing. . The team presented the value proposition for their idea, market fit and compared it with competitors.",Instructor has resposibility to review the group's checkpoint 2 for students after grading.,0
BIT_SE_K19D_K20A,2941,10358,EXE101,Group Assignm ent 3 (Checkp oint 3),on- goin g,1,15.0%,5,10'-30',CLO4,Oral Presentation,-,,- Product/service description: - Technology tools description - Canvas business model presentation.,Instructor has resposibility to review the group's checkpoint 3 for students after grading.,0
BIT_SE_K19D_K20A,2941,10358,EXE101,Presentation (Checkp oint 4),on- goin g,1,40.0%,5,10'-30',CLO5,Oral Presentation,-,,"Build a preliminary pitch deck and present it. Graded by instructor and mentor. Marking criteria: - Team profile 10% - Product market fit 40% - Business model 20% - Operative 20% - Fundraising plan 10% Note: Students can ask the University for financial support for the implementing of their project. For this purpose, the group submit a funding estimation which will be examined and validated by the instructor and the mentor.",Instructor has resposibility to review the group's checkpoint 4 for students after grading.,0
BIT_SE_K19D_K20A,2941,12548,PMG201c,PE,Final exam,1,50.0%,4,120 phút,All LOs,,no info,All studied courses.,by Exam Board,Customized from the Assignment & Project Capstone of this specialization,0
BIT_SE_K19D_K20A,2941,12548,PMG201c,TE,Final exam,1,50.0%,4,60 phút,All LOs,Multiple choices. Marked by Computer or a suitable format,50,All studied courses. Each module of course contributes 3-5 questions.,by Exam Board,Customized from the quizzes of this specialization,0
BIT_SE_K19D_K20A,2941,13933,JPD316,Ki?m tra nh?,on-going,3,35.0%,>0,Nói: 4p/SVMC: 30'Vi?t: 5p/SV,LO1~LO4,"Nói: H?i tho?i tình hu?ng+ Q&A, MC: Ch?n dáp án dúng, Vi?t: Vi?t do?n van+ Phát bi?u+ V?n dáp",Nói: 1 tình hu?ng h?i tho?i+ 3 câu h?i MC: 25~30 câuVi?t: 1 do?n van,"1) Nói: bài 1,2; Ki nang: nói (3 ti?t)2) MC (T? v?ng, ch? Hán, ng? pháp): bài 3,4; Ki nang: d?c3) Vi?t: bài 3,4,5; Ki nang: vi?t, nóiM?i môn h?c có 3 d? tài. Trên l?p, gi?ng viên hu?ng d?n sinh viên s? d?ng AI d? vi?t bài, sau dó yêu c?u sinh viên v? nhà hoàn thi?n ph?n vi?t. Bu?i h?c ti?p theo, gi?ng viên g?i ng?u nhiên sinh viên lên trình bày bài dã chu?n b?. T?ng c?ng có 6 bu?i trình bày, m?i bu?i s? có kho?ng 5 SV phát bi?u (tùy theo si s? l?p).Gi?ng viên s? d?t 3 câu h?i liên quan d?n bài speech.·Ði?m trình bày do?n van: 40 di?m·Ði?m tr? l?i câu h?i: 20 di?m/câuM?i sinh viên nh?n m?t d?u di?m cho ph?n Vi?t.",Tr?c ti?p trên l?p,"1) Gi?ng viên ph? trách t? ch? ra d?, ch?m bài và t?ng h?p di?m. 2) T? tr?ng c? th? 3 ph?n nhu sau: Nói: 15%, MC: 10%, Vi?t: 10%",0
BIT_SE_K19D_K20A,2941,13933,JPD316,Tham gia gi? h?c t?i gi?ng du?ng,on-going,1,15.0%,>0,135',LO5,,,,Tr?c ti?p trên l?p,"Tiêu chí dánh giá: 1) Chuyên c?n (Ði h?c d?y d?): 5% 2) Thái d?, ý th?c trên l?p+ S? tích c?c, hang hái tham gia bài gi?ng: 10%",0
BIT_SE_K19D_K20A,2941,13933,JPD316,Thi cu?i k?,Final exam,3,50.0%,4,,LO1~LO3,"Ch?n dáp án dúng, v?n dáp",65~80 câu,"Ki?n th?c liên quan bài 1-5; T?ng h?p các k? nang: Nghe, nói, d?c",Thi trên tru?ng,"I. Thi d? chung In exam room, using computer II. Ði?u ki?n hoành thành môn h?c: th?a mãn d?ng th?i 2 di?u ki?n du?i dây: a) Ði?m dánh giá quá trình >0; Ði?m thi cu?i kì >=4; T?ng di?m chung cho toàn b? môn h?c >=5/10; b)Thi cu?i k? không có k? nang nào b? 0.",0
BIT_SE_K19D_K20A,2941,13933,JPD316,Thi cu?i k?: MC (Ng? pháp- T? v?ng - Ð?c hi?u),Final exam,1,15.0%,>0,45',"LO1,LO3",Ch?n dáp án dúng,40~45 câu,"T? v?ng, ch? Hán, ng? pháp liên quan bài 1-5; K? nang: Ð?c hi?u",Thi trên tru?ng,,1
BIT_SE_K19D_K20A,2941,13933,JPD316,Thi cu?i k?: Nghe,Final exam,1,10.0%,>0,30',LO2,Ch?n dáp án dúng,15~20 câu,Ki?n th?c liên quan bài 1-5: Ph?n nghe trong giáo trình và ngoài giáo trình; K? nang: nghe,Thi trên tru?ng,SV t? chu?n b? tai nghe,1
BIT_SE_K19D_K20A,2941,13933,JPD316,Thi cu?i k?: Nói,Final exam,1,25.0%,>0,8~10p/1 SV,"LO1,LO2",H?i tho?i tình hu?ng+ Q&A,1 tình hu?ng h?i tho?i+ 3 câu h?i,"Ki?n th?c liên quan bài 1-5; T?ng h?p các k? nang: Nghe, nói, d?c",Thi trên tru?ng,,1
BIT_SE_K19D_K20A,2941,14179,SWD392,Course Project,on-going,1,25.0%,5,Option 1: 30 slots; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,All LOs,Option 1: N/A; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: N/A; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Software Design and Modeling,"in class, by instructor","1. On-going Assessment: 40% Students work in a project team of 4-5 members on the assignments as appointed by the teacher The works are organized by iterations with the contents and assessments as below (each student is assign to practice full-stack codes on assigned/selected function). Throughout the process, students are encouraged to use AI tools (e.g., ChatGPT, GitHub Copilot), under the following conditions: - Must transparently declare AI usage (e.g., what prompt was used, which part was generated by AI). - Must explain AI-generated output using their own understanding. a. Evaluation 1 (20%) – Requirement Analysis & Modeling Create use case descriptions and UML diagrams (static and dynamic models). AI can assist with modeling, but students must present their reasoning independently. Required Deliverables: AI prompts (if used), UML diagrams (e.g., PlantUML or Visio), written explanations. b. Evaluation 2 (20%) – Software Architecture & Design Design software architecture, decompose into subsystems, object-oriented design, and database schema. AI can help propose architecture or generate code samples, but students must refine and justify the result. Required Deliverables: Architecture docs, diagrams, code snippets, explanation of AI-assisted parts. 2. Final Project Presentation: 60% Each team presents their integrated software product and individual responsibilities. The individual evaluation includes an additional component for AI usage as follows: - Integrated Software Product Demostration for Software design (30%): Web API , Web Admin, Mobile App... - Mastery of assigned works: weighted 20% - Soft Skills & Working Attitudes: weighted 10% AI Evaluation Rubric (for individual performance – up to 10 points) - Understanding of AI Output - Customization and Enhancement of AI Output - Transparency (Prompt + AI Use Declaration) - Effective and Ethical AI Usage To be selected to the Final Presentation, each student needs: * All on-going assessments (Evaluation 1 & Evaluation 2) >=5/10 * No cheating during the project progress",0
BIT_SE_K19D_K20A,2941,14179,SWD392,Progress test,on-going,3,15.0%,>0,Option 1: 30'; ; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,All LOs,Option 1: Multiple Choices; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 30; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,All LOs,"in class, by instructor",There are 3 progress tests for this course. ( 5% for each progress test),0
BIT_SE_K19D_K20A,2941,14179,SWD392,Final exam,Final exam,2,60.0%,4,145 minutes,All CLOs,,,All subjects in syllabus,By exam board Manual evaluating,Each part of the final exam must be >=4/10 & Final Result >=5/10.,0
BIT_SE_K19D_K20A,2941,14179,SWD392,Practical Exam,Final exam,1,20.0%,4,85',All LOs,Assignment,,All studied chapters,by Exam Board,,1
BIT_SE_K19D_K20A,2941,14179,SWD392,Theory Exam,Final exam,1,40.0%,4,60',All LOs,Multiple Choices,60,All LOs,"by exam board, using computer",The exam questions must be different at least 70% to the previous ones.,1
BIT_SE_K19D_K20A,2941,10361,EXE201,Outcome 1,on- going,1,40.0%,>0,no-limit,CLO1,Product/service demonstration,1,,"- In class, by instructor - Students demonstrate the product/service to the class - Product/service should run well and be market- ready","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's demonstration for students.",0
BIT_SE_K19D_K20A,2941,10361,EXE201,Outcome 2,on- going,1,20.0%,>0,no-limit,CLO2,Presentation,1,,"- In class, by instructor - Students need to submit the required document, and do a presentation in class","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's presentation for students.",0
BIT_SE_K19D_K20A,2941,10361,EXE201,Outcome 3,on- going,1,40.0%,4,no-limit,"CLO3, CLO4",Reports,1,,"- In class, by instructor and mentor - Students need to submit the sales results along with all needed proof to the instructor - Students will present their result in class","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's presentation for students after graded.",0
BIT_SE_K19D_K20A,2941,12637,ITE302c,TE,Final exam,1,100.0%,4,60',,Computer gradable,60,All studied courses. Each module of course contributes 2-3 questions.,by Exam Board,Customized from the quizzes of this specialization.,0
BIT_SE_K19D_K20A,2941,13303,MLN111,Assignment,on-going,2,40.0%,>0,Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra…Presentation with creative product, presentation, quiz…",Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"Ki?n th?c và k? nang trong ph?m vi chuong 2,3Cover chapter 2, 3","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra… (Gi?ng linh ho?t l?a ch?n hình th?c ki?m tra dánh giá phù h?p)Presentation with a creative product, presentation, quiz, etc. (the instructor may flexibly choose the appropriate form of assessment)","Sinh viên làm thuy?t trình và s?n ph?m sáng t?o, thuy?t trình, ho?c quiz tu? theo si s? l?p và di?u ki?n co s?Depending on class size and institutional conditions, students may be assessed through a presentation with a creative product, a presentation, or a quiz",0
BIT_SE_K19D_K20A,2941,13303,MLN111,Participation,on-going,1,10.0%,>0,,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",Ð? xu?t c?a gi?ng viênTeachers' proposal,N/A,,Trong l?p h?cin class,Sinh viên v?ng không quá 20%Absent no more than 20% of class hours,0
BIT_SE_K19D_K20A,2941,13303,MLN111,Progress tests,on-going,1,20.0%,>0,20',"LO1, LO2, LO3, LO4, LO5, LO6, LO7","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",20- 25,"Ki?n th?c trong ph?m vi chuong 1, chuong 2 và 3.1 - 3.2 - 3.3 - 3.4Knowledge within the scope of Chapter 1, Chapter 2, and Sections 3.1 – 3.2 – 3.3 – 3.4.",Trong l?p h?cin class,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BIT_SE_K19D_K20A,2941,13303,MLN111,Final exam,Final exam,1,30.0%,4,60',"LO1, LO2, LO3, LO4, LO5, LO6, LO7","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",60,"T?t c? 3 chuong (chuong 1: 10 câu,chuong 2: 20 câu,chuong 3: 30 câu)All 3 chapters included (Chapter 1: 10 questions, chapter 2: 20 questions, chapter 3: 3 questions",Phòng Kh?o thí t? ch?cby Office of Assessment,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BIT_SE_K19D_K20A,2941,13304,MLN122,Assignment,on-going,2,40.0%,>0,Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra…Presentation with creative product, presentation, quiz…",Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"Ki?n th?c và k? nang trong ph?m vi chuong 2, 3, 4, 5, 6Cover chapter 2, 3, 4, 5, 6","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra… (Gi?ng viên linh ho?t l?a ch?n hình th?c ki?m tra dánh giá phù h?p)Presentation with a creative product, presentation, quiz, etc. (the instructor may flexibly choose the appropriate form of assessment)","Sinh viên làm thuy?t trình và s?n ph?m sáng t?o, thuy?t trình, ho?c quiz tu? theo si s? l?p và di?u ki?n co s?Depending on class size and institutional conditions, students may be assessed through a presentation with a creative product, a presentation, or a quiz",0
BIT_SE_K19D_K20A,2941,13304,MLN122,Participation,on-going,1,10.0%,>0,,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9",Ð? xu?t c?a gi?ng viênTeachers' proposal,N/A,,Trong l?p h?c,Sinh viên v?ng không quá 20%Absent no more than 20% of class hours,0
BIT_SE_K19D_K20A,2941,13304,MLN122,Progress tests,on-going,1,20.0%,>0,20',"LO2, LO3, LO4, LO6, LO7, LO8","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",20- 25,"Ki?n th?c trong ph?m vi chuong 2, 3, 4, 5Knowledge within the scope of Chapter 1, 2, 3, 4, 5",Trong l?p h?cin class,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BIT_SE_K19D_K20A,2941,13304,MLN122,Final exam,Final exam,1,30.0%,4,60',"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",60,"T?t c? 6 chuong (Chuong 1: 5 câu, chuong 2: 10 câu, chuong 3: 10 câu, chuong 4: 10 câu, chuong 5: 10 câu, chuong 6: 15 câu) All 6 chapters included (Chapter 1: 5 questions, chapter 2: 10 questions, chapter 3: 10 questions, chapter 4: 10 questions, chapter 5: 10 questions, chapter 6: 15 questions)",Phòng Kh?o thí t? ch?cby Office of Assessment,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BIT_SE_K19D_K20A,2941,13822,PRM393,Practical Exam,on-going,1,25.0%,4,90'/each,All CLOs,Write a program,"By instructor, in class",studied chapters knowledge and skills,Students prepare personal computer with Android studio and virtual machines installed. The exam proctor will monitor and grade exam directly in the exam room.,1 x 25% =25% of total progress mark (each student write a small program),0
BIT_SE_K19D_K20A,2941,13822,PRM393,Progress Test,on-going,3,15.0%,>0,Option 1: 30'; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"PT1: CLO1, CLO2, CLO3; PT2: CLO3, CLO4, CLO5;PT3: CLO5 CLO6,CLO7",Option 1: Multi-choice Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1:25; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,studied chapters knowledge and skills,by instructor,3 x 5% = 15% of total progress mark,0
BIT_SE_K19D_K20A,2941,13822,PRM393,Project,on-going,1,30.0%,>0,Option 1: At home; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,All CLOs,Option 1: N/A; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: N/A; Option 2 (For Constructivism Approach only): Follow lecturer's proposal,All chapters; knowledge and skills of mobile programming,by instructor,"(20% product, 10% presentation); each student chooses project by himself",0
BIT_SE_K19D_K20A,2941,13822,PRM393,Final exam,Final exam,1,30.0%,4,60',All CLOs,Multi-Choice,50,All chapters; knowledge and skills of mobile programming,by exam board,,0
BIT_SE_K19D_K20A,2941,9345,PRU221m,Group Project,on-going,2,40.0%,5,21 days,,Theory presentation or project,,technical aspect of studied topics,- Guided by instructor - Application or Theory - Work in group,,0
BIT_SE_K19D_K20A,2941,9345,PRU221m,Quiz,on-going,4,20.0%,>0,30',,Multiple choices Marked by Computer,20,"concepts, algorithms; all studied chapters","by exam board, using computer",,0
BIT_SE_K19D_K20A,2941,9345,PRU221m,Final exam,Final exam,1,40.0%,4,60',,Multiple choices Marked by Computer,50,"concepts, algorithms; all studied chapters","by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_SE_K19D_K20A,2941,14332,HCM202,Assignment,on-going,2,40.0%,>0,Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,LO1-L10,"Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra…Presentation with creative product, presentation, quiz…",Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"Ki?n th?c và k? nang trong ph?m vi chuong 2,3, 4, 5, 6 Cover chapter 2,3, 4, 5, 6","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra… (Gi?ng linh ho?t l?a ch?n hình th?c ki?m tra dánh giá phù h?p)Presentation with a creative product, presentation, quiz, etc. (the instructor may flexibly choose the appropriate form of assessment)","Sinh viên làm thuy?t trình và s?n ph?m sáng t?o, thuy?t trình, ho?c quiz tu? theo si s? l?p và di?u ki?n co s?Depending on class size and institutional conditions, students may be assessed through a presentation with a creative product, a presentation, or a quiz",0
BIT_SE_K19D_K20A,2941,14332,HCM202,Participation,on-going,1,10.0%,>0,,LO1-L10,Ð? xu?t c?a gi?ng viênTeachers' proposal,,,Trong l?p h?cin class,Sinh viên v?ng không quá 20%Absent no more than 20% of class hours,0
